"lakename","year4","daynum","sampledate","depth","depth_id","DIC_mg","doc","absorbance","tpc"
"Paul Lake",2004,194,2004-07-12,"Metalimnion",-2,NA,3.59,0.034,NA
"Paul Lake",2004,194,2004-07-12,"PML",-1,NA,3.77,0.041,NA
"Paul Lake",2004,194,2004-07-12,"Hypolimnion",7,NA,5.81,0.464,NA
"Peter Lake",2004,195,2004-07-13,"Metalimnion",-2,NA,4.54,0.063,NA
"Peter Lake",2004,195,2004-07-13,"PML",-1,NA,5.27,0.066,NA
"Peter Lake",2004,195,2004-07-13,"Hypolimnion",7,NA,5.07,0.251,NA
"West Long Lake",2004,196,2004-07-14,"Metalimnion",-2,NA,6.94,0.164,NA
"West Long Lake",2004,196,2004-07-14,"PML",-1,NA,10.73,0.251,NA
"West Long Lake",2004,196,2004-07-14,"Hypolimnion",7,NA,7.92,0.207,NA
"Paul Lake",2004,201,2004-07-19,"Metalimnion",-2,NA,3.9,0.059,NA
"Paul Lake",2004,201,2004-07-19,"PML",-1,NA,4.23,0.064,NA
"Paul Lake",2004,201,2004-07-19,"Hypolimnion",7,NA,5.54,0.488,NA
"East Long Lake",2004,202,2004-07-20,"Metalimnion",-2,NA,10.09,0.219,NA
"East Long Lake",2004,202,2004-07-20,"PML",-1,NA,11.38,0.215,NA
"East Long Lake",2004,202,2004-07-20,"Hypolimnion",7,NA,10.51,0.35,NA
"West Long Lake",2004,203,2004-07-21,"Metalimnion",-2,NA,7.99,0.208,NA
"West Long Lake",2004,203,2004-07-21,"PML",-1,NA,9.42,0.212,NA
"West Long Lake",2004,203,2004-07-21,"Hypolimnion",7,NA,7.31,0.223,NA
"Paul Lake",2004,208,2004-07-26,"Metalimnion",-2,NA,3.8,0.061,NA
"Paul Lake",2004,208,2004-07-26,"PML",-1,NA,4.22,0.066,NA
"Paul Lake",2004,208,2004-07-26,"Hypolimnion",7,NA,5.27,0.424,NA
"Peter Lake",2004,209,2004-07-27,"Metalimnion",-2,NA,4.85,0.059,NA
"Peter Lake",2004,209,2004-07-27,"PML",-1,NA,5.47,0.062,NA
"Peter Lake",2004,209,2004-07-27,"Hypolimnion",7,NA,5.94,0.204,NA
"West Long Lake",2004,210,2004-07-28,"Metalimnion",-2,NA,7.18,0.173,NA
"West Long Lake",2004,210,2004-07-28,"PML",-1,NA,8.9,0.211,NA
"West Long Lake",2004,210,2004-07-28,"Hypolimnion",7,NA,7.3,0.207,NA
"Paul Lake",2004,215,2004-08-02,"Metalimnion",-2,NA,3.6,0.06,NA
"Paul Lake",2004,215,2004-08-02,"PML",-1,NA,4.55,0.064,NA
"Paul Lake",2004,215,2004-08-02,"Hypolimnion",7,NA,4.85,0.5,NA
"East Long Lake",2004,216,2004-08-03,"Metalimnion",-2,NA,8.74,0.204,NA
"East Long Lake",2004,216,2004-08-03,"PML",-1,NA,8.32,0.207,NA
"East Long Lake",2004,216,2004-08-03,"Hypolimnion",7,NA,10.12,0.358,NA
"West Long Lake",2004,217,2004-08-04,"Metalimnion",-2,NA,7.32,0.175,NA
"West Long Lake",2004,217,2004-08-04,"PML",-1,NA,9.02,0.198,NA
"West Long Lake",2004,217,2004-08-04,"Hypolimnion",7,NA,7.18,0.227,NA
"Paul Lake",2004,222,2004-08-09,"Metalimnion",-2,NA,3.54,0.071,NA
"Paul Lake",2004,222,2004-08-09,"PML",-1,NA,4.33,0.058,NA
"Paul Lake",2004,222,2004-08-09,"Hypolimnion",7,NA,5.26,0.508,NA
"Peter Lake",2004,223,2004-08-10,"Metalimnion",-2,NA,4.86,0.065,NA
"Peter Lake",2004,223,2004-08-10,"PML",-1,NA,6.2,0.06,NA
"Peter Lake",2004,223,2004-08-10,"Hypolimnion",7,NA,5.2,0.248,NA
"West Long Lake",2004,224,2004-08-11,"Metalimnion",-2,NA,6.51,0.164,NA
"West Long Lake",2004,224,2004-08-11,"PML",-1,NA,8.81,0.195,NA
"West Long Lake",2004,224,2004-08-11,"Hypolimnion",7,NA,7.27,0.232,NA
"Paul Lake",2004,229,2004-08-16,"Metalimnion",-2,NA,3.18,0.058,NA
"Paul Lake",2004,229,2004-08-16,"PML",-1,NA,3.86,0.058,NA
"Paul Lake",2004,229,2004-08-16,"Hypolimnion",7,NA,5.12,0.535,NA
"East Long Lake",2004,230,2004-08-17,"Metalimnion",-2,NA,8.02,0.187,NA
"East Long Lake",2004,230,2004-08-17,"PML",-1,NA,7.68,0.187,NA
"East Long Lake",2004,230,2004-08-17,"Hypolimnion",7,NA,10.07,0.373,NA
"West Long Lake",2004,231,2004-08-18,"Metalimnion",-2,NA,6.56,0.156,NA
"West Long Lake",2004,231,2004-08-18,"PML",-1,NA,8.12,0.187,NA
"West Long Lake",2004,231,2004-08-18,"Hypolimnion",7,NA,7.12,0.229,NA
"Paul Lake",2005,144,2005-05-24,"Metalimnion",-2,NA,3.46,0.053,NA
"Paul Lake",2005,144,2005-05-24,"PML",-1,NA,3.84,0.055,NA
"Paul Lake",2005,144,2005-05-24,"Hypolimnion",7,NA,4.64,0.245,NA
"Peter Lake",2005,144,2005-05-24,"Metalimnion",-2,NA,4.6,0.048,NA
"Peter Lake",2005,144,2005-05-24,"PML",-1,NA,4.4,0.047,NA
"Peter Lake",2005,144,2005-05-24,"Hypolimnion",7,NA,4.32,0.09,NA
"Paul Lake",2005,152,2005-06-01,"Metalimnion",-2,NA,4.05,0.05,NA
"Paul Lake",2005,152,2005-06-01,"PML",-1,NA,5.82,0.053,NA
"Paul Lake",2005,152,2005-06-01,"Hypolimnion",7,NA,6.04,0.379,NA
"Peter Lake",2005,152,2005-06-01,"Metalimnion",-2,NA,5.66,0.047,NA
"Peter Lake",2005,152,2005-06-01,"PML",-1,NA,5.17,0.045,NA
"Peter Lake",2005,152,2005-06-01,"Hypolimnion",7,NA,5.17,0.149,NA
"Paul Lake",2005,158,2005-06-07,"Metalimnion",-2,NA,3.6,0.057,NA
"Paul Lake",2005,158,2005-06-07,"PML",-1,NA,4.46,0.059,NA
"Paul Lake",2005,158,2005-06-07,"Hypolimnion",7,NA,5.56,0.297,NA
"Peter Lake",2005,158,2005-06-07,"Metalimnion",-2,NA,4.33,0.054,NA
"Peter Lake",2005,158,2005-06-07,"PML",-1,NA,4.66,0.049,NA
"Peter Lake",2005,158,2005-06-07,"Hypolimnion",7,NA,5.23,0.165,NA
"Paul Lake",2005,165,2005-06-14,"Metalimnion",-2,NA,3.57,0.055,NA
"Paul Lake",2005,165,2005-06-14,"PML",-1,NA,3.69,0.056,NA
"Paul Lake",2005,165,2005-06-14,"Hypolimnion",7,NA,4.52,0.279,NA
"Peter Lake",2005,165,2005-06-14,"Metalimnion",-2,NA,4.82,0.055,NA
"Peter Lake",2005,165,2005-06-14,"PML",-1,NA,4.83,0.049,NA
"Peter Lake",2005,165,2005-06-14,"Hypolimnion",7,NA,5.58,0.216,NA
"Peter Lake",2005,166,2005-06-15,"PML",-1,NA,NA,0.052,NA
"Paul Lake",2005,172,2005-06-21,"Metalimnion",-2,NA,3.46,0.057,NA
"Paul Lake",2005,172,2005-06-21,"PML",-1,NA,4.92,0.056,NA
"Paul Lake",2005,172,2005-06-21,"Hypolimnion",7,NA,5.11,0.349,NA
"Peter Lake",2005,172,2005-06-21,"Metalimnion",-2,NA,4.3,0.057,NA
"Peter Lake",2005,172,2005-06-21,"PML",-1,NA,5,0.053,NA
"Peter Lake",2005,172,2005-06-21,"Hypolimnion",7,NA,4.26,0.219,NA
"Paul Lake",2005,173,2005-06-22,"PML",-1,NA,NA,0.054,NA
"Paul Lake",2005,179,2005-06-28,"Metalimnion",-2,NA,3.55,0.062,NA
"Paul Lake",2005,179,2005-06-28,"PML",-1,NA,3.65,0.06,NA
"Paul Lake",2005,179,2005-06-28,"Hypolimnion",7,NA,5,0.351,NA
"Peter Lake",2005,179,2005-06-28,"Metalimnion",-2,NA,4.38,0.053,NA
"Peter Lake",2005,179,2005-06-28,"PML",-1,NA,4.29,0.051,NA
"Peter Lake",2005,179,2005-06-28,"Hypolimnion",7,NA,5.55,0.272,NA
"Tuesday Lake",2005,180,2005-06-29,"PML",-1,NA,NA,0.122,NA
"Paul Lake",2005,185,2005-07-04,"Metalimnion",-2,NA,3.62,0.069,NA
"Paul Lake",2005,185,2005-07-04,"PML",-1,NA,3.68,0.063,NA
"Paul Lake",2005,185,2005-07-04,"Hypolimnion",7,NA,5.36,0.551,NA
"Peter Lake",2005,185,2005-07-04,"Metalimnion",-2,NA,4.67,0.054,NA
"Peter Lake",2005,185,2005-07-04,"PML",-1,NA,4.35,0.055,NA
"Peter Lake",2005,185,2005-07-04,"Hypolimnion",7,NA,5.35,0.3,NA
"Tuesday Lake",2005,187,2005-07-06,"PML",-1,NA,NA,0.127,NA
"Paul Lake",2005,193,2005-07-12,"Metalimnion",-2,NA,3.22,0.067,NA
"Paul Lake",2005,193,2005-07-12,"PML",-1,NA,3.97,0.065,NA
"Paul Lake",2005,193,2005-07-12,"Hypolimnion",7,NA,4.16,0.225,NA
"Peter Lake",2005,193,2005-07-12,"Metalimnion",-2,NA,4.51,0.054,NA
"Peter Lake",2005,193,2005-07-12,"PML",-1,NA,4.75,0.053,NA
"Peter Lake",2005,193,2005-07-12,"Hypolimnion",7,NA,5.47,0.205,NA
"Paul Lake",2005,200,2005-07-19,"Metalimnion",-2,NA,3.5,0.079,NA
"Paul Lake",2005,200,2005-07-19,"PML",-1,NA,4.07,0.072,NA
"Paul Lake",2005,200,2005-07-19,"Hypolimnion",7,NA,4.81,0.336,NA
"Peter Lake",2005,200,2005-07-19,"Metalimnion",-2,NA,4.39,0.055,NA
"Peter Lake",2005,200,2005-07-19,"PML",-1,NA,4.78,0.053,NA
"Peter Lake",2005,200,2005-07-19,"Hypolimnion",7,NA,5.14,0.268,NA
"Paul Lake",2005,207,2005-07-26,"Metalimnion",-2,NA,3.52,0.072,NA
"Paul Lake",2005,207,2005-07-26,"PML",-1,NA,4.02,0.072,NA
"Paul Lake",2005,207,2005-07-26,"Hypolimnion",7,NA,4.45,0.308,NA
"Peter Lake",2005,207,2005-07-26,"Metalimnion",-2,NA,4.34,0.055,NA
"Peter Lake",2005,207,2005-07-26,"PML",-1,NA,4.73,0.055,NA
"Peter Lake",2005,207,2005-07-26,"Hypolimnion",7,NA,5.42,0.219,NA
"West Long Lake",2005,208,2005-07-27,"PML",-1,NA,NA,0.152,NA
"West Long Lake",2005,209,2005-07-28,"PML",-1,NA,NA,0.14,NA
"Paul Lake",2005,214,2005-08-02,"Metalimnion",-2,NA,3.41,0.079,NA
"Paul Lake",2005,214,2005-08-02,"PML",-1,NA,4.1,0.073,NA
"Paul Lake",2005,214,2005-08-02,"Hypolimnion",7,NA,4.83,0.313,NA
"Peter Lake",2005,214,2005-08-02,"Metalimnion",-2,NA,6.66,0.067,NA
"Peter Lake",2005,214,2005-08-02,"PML",-1,NA,4.62,0.058,NA
"Peter Lake",2005,214,2005-08-02,"Hypolimnion",7,NA,7.56,0.242,NA
"West Long Lake",2005,215,2005-08-03,"PML",-1,NA,NA,0.137,NA
"Paul Lake",2005,221,2005-08-09,"Metalimnion",-2,NA,3.86,0.079,NA
"Paul Lake",2005,221,2005-08-09,"PML",-1,NA,4.14,0.068,NA
"Paul Lake",2005,221,2005-08-09,"Hypolimnion",7,NA,3.59,0.183,NA
"Peter Lake",2005,221,2005-08-09,"Metalimnion",-2,NA,4.54,0.062,NA
"Peter Lake",2005,221,2005-08-09,"PML",-1,NA,13.07,0.055,NA
"Peter Lake",2005,221,2005-08-09,"Hypolimnion",7,NA,5.48,0.297,NA
"Paul Lake",2005,227,2005-08-15,"Metalimnion",-2,NA,4.03,0.067,NA
"Paul Lake",2005,227,2005-08-15,"PML",-1,NA,4.25,0.065,NA
"Paul Lake",2005,227,2005-08-15,"Hypolimnion",7,NA,5.38,0.491,NA
"Peter Lake",2005,227,2005-08-15,"Metalimnion",-2,NA,4.67,0.053,NA
"Peter Lake",2005,227,2005-08-15,"PML",-1,NA,4.92,0.051,NA
"Peter Lake",2005,227,2005-08-15,"Hypolimnion",7,NA,5.12,0.166,NA
"Paul Lake",2005,235,2005-08-23,"Metalimnion",-2,NA,4.57,0.077,NA
"Paul Lake",2005,235,2005-08-23,"PML",-1,NA,4.65,0.067,NA
"Paul Lake",2005,235,2005-08-23,"Hypolimnion",7,NA,5.9,0.431,NA
"Peter Lake",2005,235,2005-08-23,"Metalimnion",-2,NA,4.61,0.039,NA
"Peter Lake",2005,235,2005-08-23,"PML",-1,NA,5.65,0.039,NA
"Peter Lake",2005,235,2005-08-23,"Hypolimnion",7,NA,5.73,0.239,NA
"East Long Lake",2006,137,2006-05-17,"Metalimnion",-2,NA,7.51,0.166,NA
"East Long Lake",2006,137,2006-05-17,"PML",-1,NA,8.66,0.15,NA
"East Long Lake",2006,137,2006-05-17,"Hypolimnion",7,NA,13.16,0.599,NA
"West Long Lake",2006,137,2006-05-17,"Metalimnion",-2,NA,6.94,0.145,NA
"West Long Lake",2006,137,2006-05-17,"PML",-1,NA,6.94,0.145,NA
"West Long Lake",2006,137,2006-05-17,"Hypolimnion",7,NA,7.37,0.269,NA
"East Long Lake",2006,140,2006-05-20,"PML",-1,NA,NA,0.157,NA
"West Long Lake",2006,140,2006-05-20,"PML",-1,NA,NA,0.14,NA
"Peter Lake",2006,142,2006-05-22,"Metalimnion",-2,NA,5.06,0.055,NA
"Peter Lake",2006,142,2006-05-22,"PML",-1,NA,5.13,0.052,NA
"Peter Lake",2006,142,2006-05-22,"Hypolimnion",7,NA,5.66,0.164,NA
"Paul Lake",2006,143,2006-05-23,"Metalimnion",-2,NA,3.53,0.043,NA
"Paul Lake",2006,143,2006-05-23,"PML",-1,NA,4.18,0.049,NA
"Paul Lake",2006,143,2006-05-23,"Hypolimnion",7,NA,4.97,0.346,NA
"East Long Lake",2006,146,2006-05-26,"PML",-1,NA,NA,0.149,NA
"West Long Lake",2006,146,2006-05-26,"PML",-1,NA,NA,0.149,NA
"Paul Lake",2006,149,2006-05-29,"Metalimnion",-2,NA,3.56,0.048,NA
"Paul Lake",2006,149,2006-05-29,"PML",-1,NA,3.83,0.054,NA
"Paul Lake",2006,149,2006-05-29,"Hypolimnion",7,NA,4.7,0.407,NA
"Peter Lake",2006,149,2006-05-29,"Metalimnion",-2,NA,5.29,0.059,NA
"Peter Lake",2006,149,2006-05-29,"PML",-1,NA,5.01,0.057,NA
"Peter Lake",2006,149,2006-05-29,"Hypolimnion",7,NA,5.37,0.181,NA
"East Long Lake",2006,151,2006-05-31,"Metalimnion",-2,NA,9.52,0.185,NA
"East Long Lake",2006,151,2006-05-31,"PML",-1,NA,8.02,0.174,NA
"East Long Lake",2006,151,2006-05-31,"Hypolimnion",7,NA,13.98,0.57,NA
"West Long Lake",2006,151,2006-05-31,"Metalimnion",-2,NA,6.99,0.141,NA
"West Long Lake",2006,151,2006-05-31,"PML",-1,NA,7.95,0.165,NA
"West Long Lake",2006,151,2006-05-31,"Hypolimnion",7,NA,8.18,0.244,NA
"East Long Lake",2006,153,2006-06-02,"PML",-1,NA,NA,0.176,NA
"West Long Lake",2006,153,2006-06-02,"PML",-1,NA,NA,0.169,NA
"Paul Lake",2006,155,2006-06-04,"Metalimnion",-2,NA,NA,0.054,NA
"Paul Lake",2006,155,2006-06-04,"PML",-1,NA,NA,0.064,NA
"Paul Lake",2006,155,2006-06-04,"Hypolimnion",7,NA,NA,0.314,NA
"Peter Lake",2006,155,2006-06-04,"Metalimnion",-2,NA,NA,0.061,NA
"Peter Lake",2006,155,2006-06-04,"PML",-1,NA,NA,0.061,NA
"Peter Lake",2006,155,2006-06-04,"Hypolimnion",7,NA,NA,0.161,NA
"East Long Lake",2006,160,2006-06-09,"PML",-1,NA,NA,0.189,NA
"West Long Lake",2006,160,2006-06-09,"PML",-1,NA,NA,0.17,NA
"Paul Lake",2006,163,2006-06-12,"Metalimnion",-2,NA,4.14,0.059,NA
"Paul Lake",2006,163,2006-06-12,"PML",-1,NA,4.03,0.065,NA
"Paul Lake",2006,163,2006-06-12,"Hypolimnion",7,NA,5.1,0.319,NA
"Peter Lake",2006,163,2006-06-12,"Metalimnion",-2,NA,5.31,0.059,NA
"Peter Lake",2006,163,2006-06-12,"PML",-1,NA,5.51,0.059,NA
"Peter Lake",2006,163,2006-06-12,"Hypolimnion",7,NA,5.3,0.179,NA
"East Long Lake",2006,164,2006-06-13,"Metalimnion",-2,NA,8.08,0.186,NA
"East Long Lake",2006,164,2006-06-13,"PML",-1,NA,7.76,0.175,NA
"East Long Lake",2006,164,2006-06-13,"Hypolimnion",7,NA,13.07,0.577,NA
"West Long Lake",2006,164,2006-06-13,"Metalimnion",-2,NA,7.93,0.152,NA
"West Long Lake",2006,164,2006-06-13,"PML",-1,NA,8.45,0.172,NA
"West Long Lake",2006,164,2006-06-13,"Hypolimnion",7,NA,7.35,0.27,NA
"East Long Lake",2006,167,2006-06-16,"PML",-1,NA,NA,0.173,NA
"West Long Lake",2006,167,2006-06-16,"PML",-1,NA,NA,0.171,NA
"Peter Lake",2006,170,2006-06-19,"Metalimnion",-2,NA,5.29,0.061,NA
"Peter Lake",2006,170,2006-06-19,"PML",-1,NA,5.34,0.059,NA
"Peter Lake",2006,170,2006-06-19,"Hypolimnion",7,NA,6.3,0.168,NA
"Paul Lake",2006,171,2006-06-20,"Metalimnion",-2,NA,4.24,0.074,NA
"Paul Lake",2006,171,2006-06-20,"PML",-1,NA,4.33,0.072,NA
"Paul Lake",2006,171,2006-06-20,"Hypolimnion",7,NA,4.89,0.289,NA
"East Long Lake",2006,173,2006-06-22,"PML",-1,NA,NA,0.17,NA
"West Long Lake",2006,173,2006-06-22,"PML",-1,NA,NA,0.171,NA
"Paul Lake",2006,177,2006-06-26,"Metalimnion",-2,NA,4.08,0.062,NA
"Paul Lake",2006,177,2006-06-26,"PML",-1,NA,4.4,0.07,NA
"Peter Lake",2006,177,2006-06-26,"Metalimnion",-2,NA,5.51,0.059,NA
"Peter Lake",2006,177,2006-06-26,"PML",-1,NA,5.41,0.059,NA
"Peter Lake",2006,177,2006-06-26,"Hypolimnion",7,NA,6.54,0.185,NA
"East Long Lake",2006,178,2006-06-27,"Metalimnion",-2,NA,7.97,0.188,NA
"East Long Lake",2006,178,2006-06-27,"PML",-1,NA,7.8,0.169,NA
"East Long Lake",2006,178,2006-06-27,"Hypolimnion",7,NA,13.46,0.598,NA
"West Long Lake",2006,179,2006-06-28,"Metalimnion",-2,NA,7.73,0.154,NA
"West Long Lake",2006,179,2006-06-28,"PML",-1,NA,8.36,0.169,NA
"West Long Lake",2006,179,2006-06-28,"Hypolimnion",7,NA,7.74,0.255,NA
"East Long Lake",2006,181,2006-06-30,"PML",-1,NA,NA,0.168,NA
"West Long Lake",2006,181,2006-06-30,"PML",-1,NA,NA,0.166,NA
"Paul Lake",2006,184,2006-07-03,"Metalimnion",-2,NA,4.19,0.066,NA
"Paul Lake",2006,184,2006-07-03,"PML",-1,NA,4.66,0.068,NA
"Paul Lake",2006,184,2006-07-03,"Hypolimnion",7,NA,5.91,0.402,NA
"Peter Lake",2006,184,2006-07-03,"Metalimnion",-2,NA,5.41,0.061,NA
"Peter Lake",2006,184,2006-07-03,"PML",-1,NA,5.47,0.057,NA
"Peter Lake",2006,184,2006-07-03,"Hypolimnion",7,NA,6.08,0.254,NA
"East Long Lake",2006,188,2006-07-07,"PML",-1,NA,NA,0.167,NA
"West Long Lake",2006,188,2006-07-07,"PML",-1,NA,NA,0.161,NA
"Paul Lake",2006,191,2006-07-10,"Metalimnion",-2,NA,4.26,0.077,NA
"Paul Lake",2006,191,2006-07-10,"PML",-1,NA,4.53,0.07,NA
"Paul Lake",2006,191,2006-07-10,"Hypolimnion",7,NA,6.73,0.419,NA
"Peter Lake",2006,191,2006-07-10,"Metalimnion",-2,NA,5.46,0.06,NA
"Peter Lake",2006,191,2006-07-10,"PML",-1,NA,5.36,0.054,NA
"Peter Lake",2006,191,2006-07-10,"Hypolimnion",7,NA,6.26,0.22,NA
"East Long Lake",2006,192,2006-07-11,"Metalimnion",-2,NA,7.55,0.193,NA
"East Long Lake",2006,192,2006-07-11,"PML",-1,NA,7.88,0.168,NA
"East Long Lake",2006,192,2006-07-11,"Hypolimnion",7,NA,12.54,0.563,NA
"West Long Lake",2006,192,2006-07-11,"Metalimnion",-2,NA,7.44,0.166,NA
"West Long Lake",2006,192,2006-07-11,"PML",-1,NA,7.56,0.169,NA
"West Long Lake",2006,192,2006-07-11,"Hypolimnion",7,NA,7.8,0.264,NA
"East Long Lake",2006,195,2006-07-14,"PML",-1,NA,NA,0.16,NA
"West Long Lake",2006,195,2006-07-14,"PML",-1,NA,NA,0.159,NA
"Peter Lake",2006,198,2006-07-17,"Metalimnion",-2,NA,5.17,0.056,NA
"Peter Lake",2006,198,2006-07-17,"PML",-1,NA,5.28,0.058,NA
"Peter Lake",2006,198,2006-07-17,"Hypolimnion",7,NA,6.05,0.219,NA
"Paul Lake",2006,199,2006-07-18,"Metalimnion",-2,NA,3.91,0.077,NA
"Paul Lake",2006,199,2006-07-18,"PML",-1,NA,4.41,0.065,NA
"Paul Lake",2006,199,2006-07-18,"Hypolimnion",7,NA,5.14,0.451,NA
"East Long Lake",2006,202,2006-07-21,"PML",-1,NA,NA,0.159,NA
"West Long Lake",2006,202,2006-07-21,"PML",-1,NA,NA,0.156,NA
"Paul Lake",2006,205,2006-07-24,"Metalimnion",-2,NA,4,0.084,NA
"Paul Lake",2006,205,2006-07-24,"PML",-1,NA,4.5,0.069,NA
"Paul Lake",2006,205,2006-07-24,"Hypolimnion",7,NA,4.71,0.306,NA
"Peter Lake",2006,205,2006-07-24,"Metalimnion",-2,NA,5.44,0.058,NA
"Peter Lake",2006,205,2006-07-24,"PML",-1,NA,5.62,0.057,NA
"Peter Lake",2006,205,2006-07-24,"Hypolimnion",7,NA,5.71,0.225,NA
"East Long Lake",2006,206,2006-07-25,"Metalimnion",-2,NA,8.29,0.193,NA
"East Long Lake",2006,206,2006-07-25,"PML",-1,NA,7.84,0.152,NA
"East Long Lake",2006,206,2006-07-25,"Hypolimnion",7,NA,14.31,0.618,NA
"West Long Lake",2006,207,2006-07-26,"Metalimnion",-2,NA,7.83,0.16,NA
"West Long Lake",2006,207,2006-07-26,"PML",-1,NA,8.96,0.151,NA
"West Long Lake",2006,207,2006-07-26,"Hypolimnion",7,NA,7.89,0.27,NA
"East Long Lake",2006,209,2006-07-28,"PML",-1,NA,NA,0.15,NA
"West Long Lake",2006,209,2006-07-28,"PML",-1,NA,NA,0.146,NA
"Paul Lake",2006,212,2006-07-31,"Metalimnion",-2,NA,4.29,0.251,NA
"Paul Lake",2006,212,2006-07-31,"PML",-1,NA,4.59,0.067,NA
"Paul Lake",2006,212,2006-07-31,"Hypolimnion",7,NA,5.09,0.402,NA
"Peter Lake",2006,212,2006-07-31,"Metalimnion",-2,NA,5.32,0.065,NA
"Peter Lake",2006,212,2006-07-31,"PML",-1,NA,5.51,0.066,NA
"Peter Lake",2006,212,2006-07-31,"Hypolimnion",7,NA,6.02,0.31,NA
"East Long Lake",2006,216,2006-08-04,"PML",-1,NA,NA,0.153,NA
"West Long Lake",2006,216,2006-08-04,"PML",-1,NA,NA,0.148,NA
"Paul Lake",2006,219,2006-08-07,"Metalimnion",-2,NA,3.85,0.074,NA
"Paul Lake",2006,219,2006-08-07,"PML",-1,NA,4.27,0.063,NA
"Paul Lake",2006,219,2006-08-07,"Hypolimnion",7,NA,5.17,0.436,NA
"Peter Lake",2006,219,2006-08-07,"Metalimnion",-2,NA,5.55,0.057,NA
"Peter Lake",2006,219,2006-08-07,"PML",-1,NA,5.83,0.056,NA
"Peter Lake",2006,219,2006-08-07,"Hypolimnion",7,NA,5.55,0.246,NA
"East Long Lake",2006,220,2006-08-08,"Metalimnion",-2,NA,7.7,0.202,NA
"East Long Lake",2006,220,2006-08-08,"PML",-1,NA,7.45,0.158,NA
"East Long Lake",2006,220,2006-08-08,"Hypolimnion",7,NA,12.18,0.488,NA
"West Long Lake",2006,220,2006-08-08,"Metalimnion",-2,NA,7.1,0.154,NA
"West Long Lake",2006,220,2006-08-08,"PML",-1,NA,7.72,0.154,NA
"West Long Lake",2006,220,2006-08-08,"Hypolimnion",7,NA,7.13,0.26,NA
"East Long Lake",2006,223,2006-08-11,"PML",-1,NA,NA,0.157,NA
"West Long Lake",2006,223,2006-08-11,"PML",-1,NA,NA,0.153,NA
"Peter Lake",2006,226,2006-08-14,"Metalimnion",-2,NA,5.49,0.05,NA
"Peter Lake",2006,226,2006-08-14,"PML",-1,NA,5.27,0.055,NA
"Peter Lake",2006,226,2006-08-14,"Hypolimnion",7,NA,5.9,0.235,NA
"Paul Lake",2006,227,2006-08-15,"Metalimnion",-2,NA,4.16,0.075,NA
"Paul Lake",2006,227,2006-08-15,"PML",-1,NA,4.4,0.063,NA
"Paul Lake",2006,227,2006-08-15,"Hypolimnion",7,NA,4.8,0.356,NA
"East Long Lake",2006,230,2006-08-18,"PML",-1,NA,NA,0.144,NA
"West Long Lake",2006,230,2006-08-18,"PML",-1,NA,NA,0.149,NA
"Paul Lake",2006,233,2006-08-21,"Metalimnion",-2,NA,4,0.07,NA
"Paul Lake",2006,233,2006-08-21,"PML",-1,NA,4.47,0.06,NA
"Paul Lake",2006,233,2006-08-21,"Hypolimnion",7,NA,4.81,0.426,NA
"Peter Lake",2006,233,2006-08-21,"Metalimnion",-2,NA,5.39,0.057,NA
"Peter Lake",2006,233,2006-08-21,"PML",-1,NA,5.57,0.054,NA
"Peter Lake",2006,233,2006-08-21,"Hypolimnion",7,NA,5.95,0.269,NA
"East Long Lake",2006,234,2006-08-22,"Metalimnion",-2,NA,7.26,0.166,NA
"East Long Lake",2006,234,2006-08-22,"PML",-1,NA,7.06,0.146,NA
"East Long Lake",2006,234,2006-08-22,"Hypolimnion",7,NA,12.07,0.525,NA
"West Long Lake",2006,234,2006-08-22,"Metalimnion",-2,NA,NA,0.149,NA
"West Long Lake",2006,234,2006-08-22,"PML",-1,NA,NA,0.143,NA
"West Long Lake",2006,234,2006-08-22,"Hypolimnion",7,NA,NA,0.279,NA
"East Long Lake",2006,237,2006-08-25,"PML",-1,NA,NA,0.148,NA
"West Long Lake",2006,237,2006-08-25,"PML",-1,NA,NA,0.144,NA
"Paul Lake",2006,238,2006-08-26,"Metalimnion",-2,NA,4.13,0.069,NA
"Paul Lake",2006,238,2006-08-26,"PML",-1,NA,4.25,0.062,NA
"Paul Lake",2006,238,2006-08-26,"Hypolimnion",7,NA,5.32,0.365,NA
"Peter Lake",2006,238,2006-08-26,"Metalimnion",-2,NA,5.31,0.057,NA
"Peter Lake",2006,238,2006-08-26,"PML",-1,NA,5.3,0.054,NA
"Peter Lake",2006,238,2006-08-26,"Hypolimnion",7,NA,5.63,0.207,NA
"Paul Lake",2007,142,2007-05-22,"Metalimnion",-2,NA,4.19,0.049,NA
"Paul Lake",2007,142,2007-05-22,"PML",-1,NA,4.39,0.05,0.36
"Paul Lake",2007,142,2007-05-22,"Hypolimnion",7,NA,5.36,0.342,NA
"Peter Lake",2007,144,2007-05-24,"Metalimnion",-2,NA,5.13,0.054,NA
"Peter Lake",2007,144,2007-05-24,"PML",-1,NA,5.87,0.051,0.58
"Peter Lake",2007,144,2007-05-24,"Hypolimnion",7,NA,5.2,0.115,NA
"Paul Lake",2007,148,2007-05-28,"Metalimnion",-2,NA,3.9,0.025,NA
"Paul Lake",2007,148,2007-05-28,"PML",-1,NA,4.61,0.027,0.41
"Paul Lake",2007,148,2007-05-28,"Hypolimnion",7,NA,5.36,0.158,NA
"Peter Lake",2007,149,2007-05-29,"Metalimnion",-2,NA,5.19,0.032,NA
